Country Code,Country Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007
CYP,,0,0,0,0,0,0,0,0,0,0,0,57800,73700,77300,59000,55800,64900,70699.9999999999,74800,81299.9999999999,85800,84399.9999999999,85800,89000,91899.9999999999,91300,103300,117700,120300,125200,135500,138400,156200,167600,195600,170100,189100,185300,193000,194100,209100,206900,209600,228000,212800,216400,225200,235500
CZE,,0,0,0,0,0,0,0,0,0,0,0,4512100,4539900,4506500,4159900,4348900,4482300,4801199.99999995,4535799.99999998,4826700,4676600,4689800,4772000,4787900,4861200,4839600,4830900,4848800,4734700,4581100,4543500,4111300,3941700,3787400,3621100,3704300,3818800,3858700,3707600,3420600,3678500,3736500,3686000,3740200,3807700,3756800,3803100,3798200
DEU,,14078000,14493600,15602200,16925600,17527000,17904700,18082600,18153300,19558000,21302600,29536400,29912800,30870000,32673600,31911700,30169300,32558700,32264100,33330800,34713300,33607400,32072000,30675000,30564000,31181100,31407500,31620800,31587700,31440000,30737300,30517200,30012700,29074400,28817700,28688300,28918900,29923700,29228500,29156100,28168800,28206000,29043000,28248300,28456000,28325900,27902700,27830600,26765900
DNK,,879500,925199.999999999,1059300,1168500,1220500,1328300,1466200,1468900,1560700,1838099.99999999,1961499.99999998,1834500,1909900,1865500,1725700,1702000,1853000,1903600,1912700,1977000,1859200,1607200,1651400,1530700,1580800,1831800,1855100,1822200,1715500,1552800,1553400,1811200,1671200,1735800,1852800,1795500,2162500,1918700,1854400,1742600,1639800,1689800,1667300,1800400,1657500,1545500,1740400,1616800
DOM,,0,0,0,0,0,0,0,0,0,0,0,112900,148300,165900,177200,182500,185100,195000,198500,207300,210800,199700,189700,226500,236300,229100,241600,288300,288300,295300,306900,308400,353600,352400,422100,445600,468600,532900,586500,588699.999999999,630700,624499.999999999,657000,642000,604900,610899.999999999,620599.999999999,635200
DZA,,0,0,0,0,0,0,0,0,0,0,0,343000,397100,475200,513700,548400,626100,702400,865400,1096800,1117500,1215200,1582100,1712300,1694400,1767600,2000600,1974500,2087500,2069100,2218100,2348499.99999999,2416099.99999999,2415199.99999999,2329499.99999999,2407300,2333100,2399800,2479900,2651700,2695700,2701800,2876300,3067900,3095700,3219000,3462200,3676800
ECU,,0,0,0,0,0,0,0,0,0,0,0,115700,126900,131700,186200,218600,254900,322000,335900,358200,397600,424300,454500,409100,433300,443200,439600,440000,464400,436700,474299.999999999,492600,499100,464900,488199.999999999,563100,660200,679099.999999999,670500,594699.999999999,671499.999999999,715000,747299.999999999,806600,858199.999999999,862700,964200,1022600
EGY,,0,0,0,0,0,0,0,0,0,0,0,668700,748000,688300,778299.999999999,855300,1002300,1093200,1138600,1259500,1352400,1598200,1759300,1976000,2206200,2403000,2465800,2639600,2703700,2887500,2991400,3041000,3122100,3330700,3106900,3312900,3525000,3655900,3938400,4331200,4269000,4383100,4911500,5225300,5342300,5833900,6123099.99999999,6440599.99999999
ESP,,1483600,1580100,1742500,1776400,1997200,2120500,2337500,2698700,3092500,3245900,3547000,3941200,4070500,4757500,5148600,5332300,5798800,5556100,5939600,6012699.99999999,6365499.99999999,6415700,6223699.99999999,6257300,6020100,6057500,6000199.99999999,6069800,6348799.99999999,6839999.99999999,6972799.99999999,7284000,7538600,7091399.99999999,7572899.99999999,8025999.99999999,7733899.99999999,8454699.99999999,8815699.99999999,9411000,9823600,9982000,10486900,10763000,11377700,11839200,11670800,11979300
EST,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,958699.999999995,851700,619100,478600,485800,437600,459100,448800,436600,405800,400100,409800,392400,446000,460900,466000,447700,514200
ETH,,0,0,0,0,0,0,0,0,0,0,0,47899.9999999999,43999.9999999999,46600,46400,41099.9999999999,41499.9999999999,41000,45799.9999999999,48299.9999999999,50200,53599.9999999999,49799.9999999999,52499.9999999999,48799.9999999999,50099.9999999999,58200,71599.9999999999,72399.9999999999,76800,81399.9999999999,80699.9999999999,54099.9999999999,68499.9999999999,79299.9999999999,90200,98199.9999999999,95399.9999999999,98300,97699.9999999999,106900,133800,139600,151600,156700,162300,177400,194300
FIN,,440400,453599.999999999,504199.999999999,579499.999999999,673700,768100,858899.999999999,898099.999999999,1023900,1191500,1279600,1296300,1419200,1577700,1530700,1510000,1667000,1636800,1684100,1708600,1779500,1431700,1349800,1279900,1274200,1489700,1581100,1771000,1598500,1663500,1574200,1628600,1463100,1559700,1728700,1531200,1731100,1718500,1677100,1648700,1583900,1649200,1767100,1980200,1961600,1666800,1909300,1824600
FRA,,7567300,7903199.99999999,8597200,9240300,9926000,10071600,10167200,10924200,11534200,12496100,13762000,14258900,15031400,16260500,15680500,14558900,15877100,15213900,16080700,16580900,16084800,14564300,14004000,13559700,13118600,13113100,12686700,12817300,12547000,12943800,13015400,13701300,13048300,12807800,12125900,12661500,13439900,12794700,13673700,13457600,13283300,13880900,13777400,13992600,14119700,14149100,13783100,13506600
GAB,,0,0,0,0,0,0,0,0,0,0,0,58399.9999999999,55299.9999999999,93599.9999999999,104400,75299.9999999999,68599.9999999999,77499.9999999999,94900,75799.9999999999,76100,90099.9999999999,92699.9999999999,95299.9999999999,81999.9999999999,64199.9999999999,65299.9999999999,59199.9999999999,68199.9999999999,49999.9999999999,37800,39000,45000,50499.9999999999,37599.9999999999,44899.9999999999,51599.9999999999,48299.9999999999,56899.9999999999,50599.9999999999,46899.9999999999,50499.9999999999,51400,53299.9999999999,54699.9999999998,64799.9999999999,65499.9999999998,73200
GBR,,15806600,15775000,16310000,16956900,17106000,17663500,17506600,17736000,18086400,18929800,19790400,20119900,20222000,21043900,20089600,19113000,19358700,19689500,19650800,20670700,18844800,18218000,17951900,17690400,17554600,18451200,18778100,18979900,18934000,18612500,18792600,19301900,19019200,18902600,19027700,19050900,19833400,19084800,19286800,19434300,19815300,19762000,19230500,19642300,19740400,19639100,19450300,18943600
GEO,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1072200,859200,722500,588699.999999999,373500,254300,226600,196700,179300,154900,169200,141500,126100,141000,149400,184300,213600,236400
GHA,,0,0,0,0,0,0,0,0,0,0,0,65899.9999999998,69600,74799.9999999997,78099.9999999998,84799.9999999999,75999.9999999998,89099.9999999997,87200,76299.9999999999,75599.9999999999,87399.9999999997,95599.9999999999,42299.9999999998,64499.9999999999,85199.9999999998,78999.9999999995,99899.9999999999,72699.9999999998,95399.9999999997,96499.9999999998,90599.9999999997,91199.9999999995,103400,108899.999999999,121500,129299.999999999,146899.999999999,194899.999999999,190699.999999999,180500,203999.999999999,224300,232400,207100,233099.999999999,280500,302199.999999999
GIB,,0,0,0,0,0,0,0,0,0,0,0,3300,2900,3000,2900,3200,2800,2700,2600,3600,3800,2800,3400,3600,3400,3800,4600,5000,5800,5500,5800,7700,9300,9400,10700,10600,10700,11200,11800,12300,12800,12900,13100,13500,14000,14300,14900,15400
GRC,,236700,265900,290300,304600,362300,402300,456400,512500,558000,619200,699599.999999999,801299.999999999,940699.999999999,1116600,1060400,1112000,1212600,1306000,1366700,1448500,1418600,1387500,1423100,1493200,1544000,1679600,1584500,1712700,1837000,2040700,2027500,2033200,2089200,2059400,2119100,2128400,2187500,2275200,2410400,2422500,2562200,2643200,2664200,2739000,2786200,2825600,2807400,3007200
GTM,,0,0,0,0,0,0,0,0,0,0,0,81299.9999999998,84699.9999999999,91599.9999999998,94099.9999999997,89799.9999999998,98099.9999999998,114800,123000,142800,143100,124100,107000,97200,112800,114400,86199.9999999998,96199.9999999999,105500,108700,124400,131700,150800,154400,182700,199700,211500,225000,269700,283200,306000,322000,333400,318100,334600,357099.999999999,360300,381000
HKG,,0,0,0,0,0,0,0,0,0,0,0,295300,309000,312400,344600,358900,399500,452800,498700,449700,465700,524200,580600,626200,657299.999999999,679499.999999997,748099.999999999,810099.999999994,921499.999999995,967499.999999993,887999.999999999,967100,1085799.99999999,1183799.99999999,989399.999999999,1010100,1001600,1028600,1302700,1450600,1227300,1297900,1244200,1278300,1238400,1249700,1275900,1309900
HND,,0,0,0,0,0,0,0,0,0,0,0,37700,38199.9999999999,41599.9999999999,40799.9999999999,42700,46599.9999999999,52500,52800,54999.9999999999,55499.9999999999,52799.9999999999,64499.9999999999,57199.9999999999,61399.9999999999,54399.9999999998,58899.9999999999,63099.9999999999,69500,75099.9999999999,71499.9999999998,71700,80799.9999999998,84999.9999999998,98199.9999999998,116500,114400,118100,141800,142800,144900,169100,178900,199600,215400,224100,206800,262400
HRV,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778999.999999999,609000,584600,607800,586800,602900,602800,660500,691899.999999999,686499.999999999,656599.999999999,681600,718099.999999999,767300,753600,756000,757200,807700
HTI,,0,0,0,0,0,0,0,0,0,0,0,12600,11900,12200,13600,13900,19399.9999999999,19899.9999999999,21599.9999999999,22099.9999999999,20500,16500,20999.9999999999,23999.9999999999,24999.9999999998,25000,24099.9999999999,26600,28899.9999999999,31000,30799.9999999999,28999.9999999999,27099.9999999999,22500,6300,30099.9999999998,34699.9999999999,46000,42300,45800,46899.9999999999,51099.9999999999,57600,54499.9999999998,63400,66399.9999999999,68000,77199.9999999998
HUN,,0,0,0,0,0,1372200,1403100,1433600,1476700,1568300,1709600,1811000,1861500,2022700,2098700,2207700,2359900,2495900,2769400,2714800,2719200,2690600,2685100,2575100,2620800,2653000,2624900,2639300,2540600,2505900,2336300,2230600,2033200,2106900,2025000,2111800,2171000,2128300,2110400,2084300,2013500,2072400,2068200,2172900,2141800,2217400,2188300,2110800
IDN,,0,0,0,0,0,0,0,0,0,0,0,865400,981199.999999997,1115500,1246900,1342100,1481700,1935300,2223200,2410700,2588400,2814600,2877000,2904400,3121100,3270899.99999999,3798300,3893800,4201400,4671899.99999999,5595600,6047400,6443399.99999999,6885600,7300500,8010499.99999999,8432500,9010400,8571899.99999999,9372899.99999999,9595200,10125000,10416000,10678000,11351300,11748700,12171600,13125600
IND,,0,0,0,0,0,0,0,0,0,0,0,5769699.99999999,5922799.99999999,6085999.99999999,6559299.99999998,6897999.99999999,7355699.99999998,7617899.99999999,7609599.99999999,8247999.99999999,8620499.99999998,9527000,10248700,10777100,11558500,12643700,13322600,14258200,15454200,16664300,17681300,18777700,19922900,20626700,21773100,23677800,24824300,26182300,26827100,29096800,29740200,30125100,31264900,32265100,34797100,36190900,38526800,41661199.9999999
IRL,,250900,273900,280800,294900,315500,337400,359200,389500,389200,426499.999999999,465900,536000,534800,582900,585700,537600,552800,586900,601199.999999999,732300,701199.999999999,707200,693499.999999999,685700,704899.999999999,710099.999999999,757500,778199.999999999,767099.999999999,793700,845199.999999999,857499.999999999,833100,869300,917200,933900,1019000,1065500,1146300,1217600,1266900,1338000,1329500,1313900,1355700,1307300,1337800,1368800
IRN,,0,0,0,0,0,0,0,0,0,0,0,1614600,1576700,2016600,2399300,2607700,2971800,3247200,3085700,3577300,3734300,4209600,4935000,4204300,4905100,5300900,5319800,5425000,5458600,6158400,6712399.99999999,7361200,7490800,8107099.99999999,8975199.99999999,9268399.99999999,9374400,9305200,10456400,10907600,11680000,12226500,12807500,13677100,14837700,15636700,16970900,18250400
IRQ,,0,0,0,0,0,0,0,0,0,0,0,438500,497000,511700,513500,559900,690200,722900,867800,1013200,1044400,1084500,1298300,1355500,1437400,1571900,1515400,1610600,1822300,1946500,1783900,1550300,1899500,2152600,2485200,2588500,2608000,2476000,2530600,2459100,2530000,2788800,2891600,3169500,3331700,3292700,3409300,3290000
ISL,,39000,36400,38200,42499.9999999999,42599.9999999999,46100,49000,47299.9999999999,51800,41200,47100,48000,46300,57799.9999999999,57400,52699.9999999999,50500,56599.9999999999,56699.9999999999,62600,59300,55999.9999999999,49400,48899.9999999999,55300,51800,57399.9999999999,61599.9999999998,59600,60900,68800,61299.9999999999,64499.9999999998,68899.9999999999,70199.9999999999,68699.9999999999,77000,74500,76399.9999999998,76899.9999999999,79499.9999999997,78700,82200,81599.9999999998,84899.9999999998,84399.9999999997,89999.9999999999,94199.9999999998
ISR,,0,0,0,0,0,0,0,0,0,0,0,573800,552800,776499.999999999,585599.999999996,702799.999999996,647999.999999997,646399.999999997,683599.999999998,760800,783599.999999993,729399.999999996,790799.999999997,738099.999999995,762400,736500,877199.999999999,967200,1060700,1093700,1126300,1127600,1297800,1361300,1453100,1525600,1569900,1657300,1696400,1651300,1796400,1885400,1875600,1944100,1926200,1987200,2057500,2138500
ITA,,3415900,3943800,4576100,5116900,5689600,6178000,6805700,7520600,8357700,9154099.99999999,10176800,9850799.99999999,10453700,11262000,11421600,10877900,11848300,11473600,11799900,12367300,12263500,11951600,11551900,11533800,11681700,11872100,11964900,12724000,12957200,13567500,13708300,13958800,13827900,13708000,13504800,14811600,14697900,14883100,15273600,15378400,15648400,15646600,15695100,16292100,16395000,16635400,16399500,16132300
JAM,,0,0,0,0,0,0,0,0,0,0,0,173400,228400,266600,246400,242900,217700,214200,221600,233300,205500,209800,204100,176700,173400,147300,149700,154400,157400,199500,230500,231300,246500,248800,253500,273000,288900,287600,305300,313900,325900,334800,324100,337900,340200,320400,383000,445300
JOR,,0,0,0,0,0,0,0,0,0,0,0,48000,52700,59900,63400,73000,94099.9999999999,97100,119700,122900,150300,187900,213800,232000,255300,259500,279899.999999998,298800,293100,295400,319900,330700,372800,369600,396400,423100,434400,443800,458800,457300,485400,478600,502399.999999999,500800,606500,652600,670000,708700
JPN,,7580700,8557199.99999999,9082600,10409400,11739400,12809500,14040900,16725100,18932500,21955300,24883400,25820200,27608200,31186500,30981000,29124700,30817800,31540800,31101600,32665100,31463300,30449900,29705800,29367500,31463500,30745800,30948600,30891200,33546000,34888000,36997000,37089100,37962000,37486600,39686300,40112700,40822900,40792200,39566400,40795900,41649300,40939700,41527300,42406100,42925900,42216000,42095600,42743700
KAZ,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7050700,7243899.99999999,7651100,6402300,5591100,5054700,4390500,3825500,3827600,3499300,3933400,3980500,4322000,4746600,5048400,5536900,6266500,6571500
KEN,,0,0,0,0,0,0,0,0,0,0,0,130900,142300,146199.999999999,148300,149600,164300,173900,176200,179400,187399.999999999,183500,167100,151600,173399.999999999,182099.999999999,205500,216399.999999999,215200,226199.999999999,219199.999999999,207999.999999999,216800,216299.999999999,231299.999999999,228200,215500,255999.999999999,303399.999999999,313399.999999999,329399.999999999,279999.999999999,250399.999999999,245700,313900,334100,381699.999999998,358199.999999999
KGZ,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,708899.999999999,636100,443300,319000,199900,160600,194800,184100,200800,156200,150500,131600,165800,169300,185900,178700,174600,191500
KOR,,0,0,0,0,0,0,0,0,0,0,0,1685800,1835300,2143500,2325300,2431400,2704100,3140500,3381200,3888500,4013500,3948100,4187600,4411700,4789200,4885000,5345800,5528300,6339800,6616900,7801700,8429999.99999999,9519799.99999999,10813900,11739700,12797700,13976100,15303200,13470500,14769300,15868700,16036700,16884200,16964300,17468500,16960600,17226400,18191100
KWT,,0,0,0,0,0,0,0,0,0,0,0,581900,894199.999999999,972200,841000,576100,665199.999999999,773500,1004400,1273200,1483300,1311500,1347000,1527200,1351300,1426800,1626400,1604700,1851400,2034600,781699.999999999,489300,991100,1324300,1526600,1604500,1588400,1617699.99999999,1852700,1917500,2002700,1897100,1848900,2216000,2482400,2753500,2470100,2520000
LBN,,0,0,0,0,0,0,0,0,0,0,0,152800,161000,205600,206400,180800,197700,157100,183900,201800,214300,205600,176200,216900,217500,251000,260900,264200,203600,210000,210000,264900,261400,335100,362000,411300,446000,507400,502599.999999999,510000,463300,502700,499600,557100,500500,515100,437200,370000
LBY,,0,0,0,0,0,0,0,0,0,0,0,147300,209600,249300,278800,355100,320700,401200,456000,512600,676500,728400,791700,832300,905600,985199.999999999,996099.999999999,1088400,1030100,1178300,1120500,1344400,1252400,1334800,1485700,1566900,1506600,1559500,1596600,1549000,1643500,1684600,1675100,1716700,1809200,1739700,1747200,1766400
LKA,,0,0,0,0,0,0,0,0,0,0,0,98699.9999999997,123300,128600,103500,98899.9999999999,97299.9999999998,104100,118400,129200,132600,132500,149600,152100,135700,123600,126500,140000,134500,128499.999999999,133000,140800,142500,180600,184400,193000,252400,262399.999999999,275599.999999999,301099.999999999,358299.999999999,349099.999999999,365499.999999999,402600,402900,407699.999999999,394700,422700
LTU,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1221700,1309500,712400,549000,538899.999999999,526300,559300,543400,561099.999999999,482700,421000,465900,465799.999999999,473700,490399.999999999,518499.999999999,523900,572199.999999999
LUX,,330100,333500,332400,335000,358800,354700,340700,337400,362900,392000,396400,390400,399500,425400,438600,355700,361700,347300,376900,353600,328500,283200,264500,245800,264100,272700,268200,260400,268500,291600,304300,325600,327600,332300,316300,267600,274400,262300,248300,259300,276700,289300,326400,343900,383200,392800,392200,376300
LVA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,634900,584200,463300,383399.999999999,333800,303700,292500,284000,277700,245900,230500,256900,249300,265900,270500,275200,289700,299700
MAR,,0,0,0,0,0,0,0,0,0,0,0,217300,238100,274100,301100,316400,346900,384600,410500,440700,447900,452700,476600,498100,515600,524300,540400,552700,582700,637900,651099.999999999,677200,723499.999999999,756800,817099.999999999,812000,848900,875999.999999999,891800,953799.999999999,953499.999999999,1023200,1041700,1029800,1140200,1244000,1257500,1347500
MDA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1006999.99999999,825699.999999994,682699.999999995,573600,465700,417200,437700,426700,380200,300300,262900,287300,267800,292600,302400,318400,299300,300400
MEX,,0,0,0,0,0,0,0,0,0,0,0,3576100,4020600,4480300,4776400,5107600,5498500,5987700,6790800,7464899.99999999,8594699.99999999,9180500,9630799.99999999,9015300,9413199.99999999,9776100,9378199.99999999,9827500,9945399.99999999,10403500,10674800,11123500,11297700,11257800,11779600,11173200,11562300,11988300,12618800,12855600,12930000,13175700,13646400,14049100,14506500,15538600,15571100,16456500
MLT,,0,0,0,0,0,0,0,0,0,0,0,21100,26400,25500,23400,20900,23800,25300,29500,28400,31800,36000,40900,31200,41200,34400,57400,60300,65000,69600,69500,67200,66400,85000,77100,70900,69800,78400,69100,75300,67600,78700,73300,82500,82000,86000,82000,86700
MMR,,0,0,0,0,0,0,0,0,0,0,0,148600,145900,115900,135600,135500,153000,157999.999999999,157699.999999999,161000,175000,174999.999999999,180399.999999999,177799.999999999,197900,215099.999999999,233400,175500,169100,165900,153299.999999999,153100,147199.999999999,188900,224300,249299.999999999,262299.999999999,271299.999999999,294300,314899.999999999,316299.999999999,259000,285599.999999999,339299.999999999,422999.999999999,553299.999999998,491999.999999999,496799.999999999
MOZ,,0,0,0,0,0,0,0,0,0,0,0,92699.9999999994,83999.9999999994,88999.9999999994,79399.9999999999,72899.9999999999,64800,75899.9999999999,55500,58999.9999999999,74399.9999999995,59399.9999999999,59700,53700,46799.9999999999,46400,45900,46100,46300,45499.9999999999,32399.9999999999,28999.9999999999,32900,37400,33000,35600,35500,42700,35400,38000,48699.9999999999,49900,46299.9999999999,55600,56599.9999999999,51400,55099.9999999999,72899.9999999999
MYS,,0,0,0,0,0,0,0,0,0,0,0,455400,458000,450899.999999999,527700,560300,621800,628900,869200,1043000,1037400,1113900,1127600,1341000,1373100,1376400,1564800,1576100,1658900,1823900,2020600,2423800,2754100,3036600,2993700,3546500,3650500,4306300,4070600,3954900,4651700,4915200,5012399.99999999,5460900,5131500,6221500,6345100,6934100
NAM,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40399.9999999999,44200,50199.9999999999,57699.9999999999,60799.9999999999,65999.9999999999,67300,68700,63600,63300,74799.9999999999,79400,84400,89599.9999999999,94699.9999999999,99800,105800
NGA,,0,0,0,0,0,0,0,0,0,0,0,198000,238400,308500,333000,399100,504500,626099.999999997,735700,808299.999999998,926099.999999997,1046400,1183700,1222000,1107700,1162799.99999999,1092099.99999999,1207700,1275600,1365500,1362700,1526100,1714800,1692400,1319000,1481400,1559900,1563099.99999999,1330399.99999999,1491700,1586200,1727400,1864199.99999999,1903399.99999999,1936099.99999999,2246699.99999999,2054599.99999999,2057600
NIC,,0,0,0,0,0,0,0,0,0,0,0,50399.9999999999,51099.9999999999,58699.9999999999,62399.9999999999,63999.9999999999,70399.9999999999,86299.9999999999,79100,52900,62800,64799.9999999999,63599.9999999999,65500,61200,62399.9999999999,72699.9999999998,73199.9999999999,66500,60599.9999999999,59199.9999999999,61099.9999999998,71499.9999999999,71399.9999999999,77300,84299.9999999999,86900,93700,106300,115000,115700,122500,122600,130100,134800,136300,132800,141100
NLD,,2096100,2186500,2456799.99999998,2714000,2848600,3065000,3248099.99999999,3483399.99999999,3874999.99999998,4325400,4903100,5085600,5843299.99999997,6182500,6024400,5798500,6416200,6195600,6364300,6718100,6306900,5968100,5285500,5516200,5855600,5909600,6151900,6297100,6196200,6235900,6301200,6672399.99999999,6561100,6593600,6634000,6734299.99999999,7010900,6860100,6823500,6669800,6864300,7087400,7125400,7352400,7437499.99999999,7331500,7092100,7469800
NOR,,413000,410300,422400,465699.999999999,487299.999999999,537899.999999999,600199.999999999,620300,673199.999999999,747000,834600,810900,835199.999999999,843899.999999999,812899.999999999,843000,901099.999999999,963500,1053600,1036100,1058000,989099.999999999,945099.999999998,964399.999999998,1019600,1038900,1158000,1132400,1045700,1119500,1089900,1145300,1177900,1281800,1222800,1239900,1188200,1308400,1353700,1448600,1365400,1400000,1293900,1580400,1624400,1622700,1728500,1471700
NPL,,0,0,0,0,0,0,0,0,0,0,0,6000,8099.99999999998,11600,10800,9699.99999999997,7899.99999999997,9099.99999999997,8999.99999999997,13600,15800,13800,16400,22000,24000,17800,23800,22300,23600,18700,29300,36000,38600,42200,51400,57800,59999.9999999999,69400,72999.9999999997,97099.9999999998,97099.9999999995,103400,85999.9999999997,92499.9999999994,85700,96999.9999999998,99899.9999999995,102599.999999999
NZL,,327800,340900,322900,346600,396499.999999999,407400,422900,417699.999999999,441699.999999999,465300,493200,470500,538600,571900,620800,576200,651800,699699.999999999,653900,579600,581999.999999999,574800,646999.999999999,658999.999999999,716200,799299.999999999,783599.999999999,784099.999999999,822100,856699.999999999,853999.999999999,880499.999999999,950900,945499.999999999,983499.999999999,1011900,1106300,1165600,1106100,1157300,1180500,1223600,1205100,1158400,1141300,1113400,1134100,1129900
OMN,,0,0,0,0,0,0,0,0,0,0,0,8500,8700,9700,14900,23900,37800,46100,55600,70100,86600,98000,118700,191300,243700,279100,226800,221300,263999.999999999,270100,424700,568799.999999998,593100,622400,613500,612000,621800,656200,700700,809100,870000,963200,1052100,1135900,1107500,1281700,1486700,1547999.99999999
PAK,,0,0,0,0,0,0,0,0,0,0,0,606799.999999999,618199.999999998,658499.999999999,725400,773699.999999998,751999.999999999,814299.999999998,847499.999999998,930399.999999999,1012500,1132000,1252500,1337100,1381900,1504900,1580200,1850200,1973900,2150900,2258900,2325100,2520700,2721000,2833200,3003300,3231700,3303999.99999999,3359900,3655300,3712900,3759299.99999999,3769499.99999999,3980300,4396499.99999999,4498999.99999999,4755000,5173400
PAN,,0,0,0,0,0,0,0,0,0,0,0,133200,151000,168700,163900,131700,126600,122300,114000,123100,87900,93900,108700,121800,102400,94999.9999999999,97399.9999999999,108600,96600,87099.9999999999,87100,99500,120800,120700,131500,137600,142600,151800,191200,182100,181300,210100,183200,193100,181800,188300,214600,213900
PER,,0,0,0,0,0,0,0,0,0,0,0,531499.999999999,527900,559500,606100,643199.999999999,655000,687399.999999999,653500,647800,722299.999999999,717799.999999999,721600,627600,644399.999999999,625199.999999999,663499.999999999,705400,710000,638500,616100,598400,596300,650000,681800,753100,785500,750899.999999999,803000,872899.999999999,849799.999999999,792000,794900,768599.999999999,888799.999999999,960400,895000,982899.999999999
PHL,,0,0,0,0,0,0,0,0,0,0,0,814299.999999999,799499.999999999,935999.999999998,910000,992299.999999999,1052900,1120000,1122000,1165900,1107500,1038600,1016900,1122700,803899.999999998,853099.999999999,872299.999999998,1007400,1103700,1195400,1260100,1287900,1467000,1497000,1698000,1899000,2000200,2168900,2174600,2114600,2160800,2124600,2209300,2264200,2209000,2264400,2182100,2279500
POL,,5322700,5579300,5895300,5997800,6232400,6466199.99999999,6672700,6915800,7272400,7802299.99999999,8205800,8474600,8750400,9163399.99999999,9579800,10153200,10704400,11124200,12058600,12442100,12522400,11482600,12224200,12119100,11707700,12290200,12696300,13049800,12934900,12112700,10084400,9903700,9663399.99999999,9648900,9172099.99999999,9495099.99999999,9922799.99999999,9790900,9143299.99999999,8924200,8541599.99999999,8576999.99999999,8481499.99999999,8732899.99999999,8742099.99999999,8838499.99999999,9266600,9206999.99999999
PRK,,0,0,0,0,0,0,0,0,0,0,0,1794500,1865200,1905200,1993800,2064800,2199100,2323100,2503900,2687400,2859100,2938100,3075200,3193100,3273200,3402100,3337800,3201300,3250900,3236800,3092600,2944800,2551600,2336000,2112500,1975700,1723800,1651400,1531700,1660200,1790400,1856100,1774100,1810300,1849900,1928100,1953500,1619500
PRT,,201000,226400,225300,252700,264900,284000,284400,312900,321400,379400,451600,502799.999999999,517300,562799.999999999,591100,647600,696799.999999999,651899.999999999,712000,792499.999999999,842000,846799.999999999,946100,949899.999999999,943200,892599.999999999,1021100,1034700,1069500,1327900,1345800,1365400,1505600,1455100,1472800,1681400,1615600,1711900,1908400,2121900,2074700,2069700,2201800,2055400,2137700,2226600,1986600,1983100
PRY,,0,0,0,0,0,0,0,0,0,0,0,19999.9999999999,21699.9999999999,25299.9999999999,22099.9999999999,24099.9999999999,26799.9999999999,38099.9999999999,48000,45799.9999999998,47499.9999999999,44399.9999999999,44499.9999999999,41199.9999999999,47100,48599.9999999999,50500,54999.9999999999,62299.9999999998,62299.9999999998,65499.9999999999,63899.9999999999,75299.9999999999,87199.9999999999,102100,115900,114700,127300,133500,133400,108600,112900,118600,122900,124500,114800,118900,123400
QAT,,0,0,0,0,0,0,0,0,0,0,0,92600,101800,143200,123100,208300,155800,176200,162200,281600,347400,422400,509800,532700,600200,605400,636200,652399.999999999,682900,695500,688099.999999999,759500,787499.999999999,818500,825699.999999999,868700,910800,1041600,1094300,1163100,1146300,1283200,1311500,1422400,1655100,1639300,1839500,2218600
ROM,,0,0,0,0,0,0,0,0,0,0,0,4062600,4222500,4612200,4630800,4995500,5416700,5756000,6217000,6186500,6315000,6275000,6262500,6330300,6261600,6237300,6429299.99999999,6712200,6716500,6668499.99999999,5985600,4876000,4473300,4300300,4045200,4309600,4313400,3830500,3458000,3041600,3068500,3221300,3247800,3375100,3235800,3206200,3387600,3221800
RUS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81192000,80097100,72012999.9999999,68486900,59987500,57512600,56997499.9999999,54359300,53143400,54638899.9999999,55514800,56026599.9999999,55614399.9999999,57695600,57727600,58178100,59878399.9999999,60027599.9999999
