1990.1250	 75.38	   5.57
1990.2083	 76.21	   5.59
1990.2917	 78.10	   5.59
1990.3750	 78.44	   5.67
1990.4583	 81.99	   5.65
1990.5417	 81.55	   5.65
1990.6250	 84.61	   5.67
1990.7083	 84.61	   5.67
1990.7917	 85.20	   5.68
1990.8750	 86.75	   5.68
1990.9583	 85.48	   5.71
1991.0417	 88.88	   5.71
1991.1250	 90.28	   5.71
1991.2083	 91.39	   5.75
1991.2917	 88.90	   5.75
1991.3750	 89.00	   5.69
1991.4583	 90.19	   5.69
1991.5417	 92.41	   5.69
1991.6250	 93.95	   5.63
1991.7083	 93.69	   5.63
1991.7917	 93.20	   5.63
1991.8750	 91.61	   5.65
1991.9583	 90.52	   5.75
1992.0417	 93.77	   5.74
1992.1250	 96.66	   5.74
1992.2083	 96.97	   5.74
1992.2917	 95.84	   5.76
1992.3750	 93.06	   5.76
1992.4583	 93.10	   5.75
1992.5417	 91.07	   5.75
1992.6250	 91.09	   5.72
1992.7083	 92.19	   5.72
1992.7917	 95.45	   5.72
1992.8750	 93.98	   5.71
1992.9583	 91.82	   5.71
1993.0417	 89.60	   5.69
1993.1250	 90.81	   5.67
1993.2083	 92.32	   5.67
1993.2917	 94.60	   5.67
1993.3750	 94.65	   5.64
1993.4583	 91.70	   5.63
1993.5417	 88.21	   5.61
1993.6250	 85.03	   5.61
1993.7083	 81.27	   5.58
1993.7917	 83.05	   5.58
1993.8750	 82.28	   5.58
1993.9583	 87.56	   5.61
1994.0417	 91.19	   5.61
1994.1250	 91.25	   5.61
1994.2083	 91.40	   5.61
1994.2917	 88.97	   5.63
1994.3750	 90.72	   5.66
1994.4583	 89.62	   5.63
1994.5417	 92.63	   5.63
1994.6250	 92.20	   5.63
1994.7083	 93.35	   5.63
1994.7917	 93.62	   5.63
1994.8750	 91.57	   5.61
1994.9583	 92.89	   5.65
1995.0417	 93.84	   5.63
1995.1250	 95.50	   5.66
1995.2083	 97.10	   5.65
1995.2917	 96.40	   5.65
1995.3750	 96.43	   5.68
1995.4583	 97.04	   5.68
1995.5417	100.10	   5.61
1995.6250	 99.69	   5.61
1995.7083	 99.92	   5.61
1995.7917	 99.41	   5.57
1995.8750	100.26	   5.58
1995.9583	103.49	   5.62
1996.0417	102.82	   5.66
1996.1250	103.79	   5.68
1996.2083	 98.35	   5.68
1996.2917	 97.02	   5.66
1996.3750	 97.34	   5.70
1996.4583	 97.71	   5.70
1996.5417	103.52	   5.66
1996.6250	104.29	   5.66
1996.7083	108.98	   5.66
1996.7917	106.51	   5.69
1996.8750	105.34	   5.69
1996.9583	103.15	   5.76
1997.0417	104.67	   5.76
1997.1250	105.58	   5.76
1997.2083	108.94	   5.76
1997.2917	109.79	   5.76
1997.3750	113.51	   5.74
1997.4583	114.38	   5.74
1997.5417	112.63	   5.74
1997.6250	112.83	   5.72
1997.7083	111.95	   5.72
1997.7917	115.83	   5.73
1997.8750	115.06	   5.75
1997.9583	116.92	   5.91
1998.0417	115.18	   5.87
1998.1250	113.01	   5.87
1998.2083	109.25	   5.87
1998.2917	106.01	   5.94
1998.3750	105.19	   5.94
1998.4583	104.33	   5.94
1998.5417	103.88	   5.94
1998.6250	102.73	   5.94
1998.7083	103.50	   5.94
1998.7917	101.28	   5.94
1998.8750	100.35	   5.94
1998.9583	 99.53	   6.10
1999.0417	104.54	   6.06
1999.1250	108.06	   6.06
1999.2083	113.48	   6.09
1999.2917	113.04	   6.09
1999.3750	114.36	   6.09
1999.4583	112.30	   6.09
1999.5417	112.86	   6.28
1999.6250	111.25	   6.31
1999.7083	110.81	   6.31
1999.7917	109.55	   6.24
1999.8750	106.00	   6.27
1999.9583	105.34	   6.54
2000.0417	105.19	   6.39
2000.1250	111.60	   6.40
2000.2083	115.71	   6.39
2000.2917	118.62	   6.39
2000.3750	120.67	   6.40
2000.4583	118.33	   6.40
2000.5417	118.13	   6.40
2000.6250	113.09	   6.40
2000.7083	112.84	   6.42
2000.7917	110.33	   6.42
